Destino	Concepto turístico	Tipo de dato	Periodo	Total
06 Cantabria	Duración media de los viajes	Distribución porcentual	2019	""
06 Cantabria	Duración media de los viajes	Distribución porcentual	2018	""
06 Cantabria	Duración media de los viajes	Distribución porcentual	2017	""
06 Cantabria	Duración media de los viajes	Distribución porcentual	2016	""
06 Cantabria	Duración media de los viajes	Distribución porcentual	2015	""
06 Cantabria	Duración media de los viajes	Variación anual	2023	7,14
06 Cantabria	Duración media de los viajes	Variación anual	2022	-8,73
06 Cantabria	Duración media de los viajes	Variación anual	2021	-9,06
06 Cantabria	Duración media de los viajes	Variación anual	2020	22,69
06 Cantabria	Duración media de los viajes	Variación anual	2019	-0,69
06 Cantabria	Duración media de los viajes	Variación anual	2018	-6,02
06 Cantabria	Duración media de los viajes	Variación anual	2017	4,12
06 Cantabria	Duración media de los viajes	Variación anual	2016	12,23
06 Cantabria	Duración media de los viajes	Variación anual	2015	""
06 Cantabria	Pernoctaciones	Valor absoluto	2023	18.347.142
06 Cantabria	Pernoctaciones	Valor absoluto	2022	14.712.052
06 Cantabria	Pernoctaciones	Valor absoluto	2021	14.662.613
06 Cantabria	Pernoctaciones	Valor absoluto	2020	11.728.194
06 Cantabria	Pernoctaciones	Valor absoluto	2019	16.159.946
06 Cantabria	Pernoctaciones	Valor absoluto	2018	17.867.168
06 Cantabria	Pernoctaciones	Valor absoluto	2017	19.842.967
06 Cantabria	Pernoctaciones	Valor absoluto	2016	17.169.054
06 Cantabria	Pernoctaciones	Valor absoluto	2015	13.584.686
06 Cantabria	Pernoctaciones	Distribución porcentual	2023	2,3
06 Cantabria	Pernoctaciones	Distribución porcentual	2022	2
06 Cantabria	Pernoctaciones	Distribución porcentual	2021	2,3
06 Cantabria	Pernoctaciones	Distribución porcentual	2020	2,4
06 Cantabria	Pernoctaciones	Distribución porcentual	2019	2
06 Cantabria	Pernoctaciones	Distribución porcentual	2018	2,2
06 Cantabria	Pernoctaciones	Distribución porcentual	2017	2,5
06 Cantabria	Pernoctaciones	Distribución porcentual	2016	2,2
06 Cantabria	Pernoctaciones	Distribución porcentual	2015	1,8
06 Cantabria	Pernoctaciones	Variación anual	2023	24,71
06 Cantabria	Pernoctaciones	Variación anual	2022	0,34
06 Cantabria	Pernoctaciones	Variación anual	2021	25,02
06 Cantabria	Pernoctaciones	Variación anual	2020	-27,42
06 Cantabria	Pernoctaciones	Variación anual	2019	-9,56
06 Cantabria	Pernoctaciones	Variación anual	2018	-9,96
06 Cantabria	Pernoctaciones	Variación anual	2017	15,57
06 Cantabria	Pernoctaciones	Variación anual	2016	26,39
06 Cantabria	Pernoctaciones	Variación anual	2015	""
06 Cantabria	Gasto total	Valor absoluto	2023	1.047.613,08
06 Cantabria	Gasto total	Valor absoluto	2022	783.983,3
06 Cantabria	Gasto total	Valor absoluto	2021	659.280,5
06 Cantabria	Gasto total	Valor absoluto	2020	514.261,99
06 Cantabria	Gasto total	Valor absoluto	2019	743.688,84
06 Cantabria	Gasto total	Valor absoluto	2018	763.669,43
06 Cantabria	Gasto total	Valor absoluto	2017	770.803,78
06 Cantabria	Gasto total	Valor absoluto	2016	704.433,12
06 Cantabria	Gasto total	Valor absoluto	2015	570.863,59
06 Cantabria	Gasto total	Distribución porcentual	2023	1,8
06 Cantabria	Gasto total	Distribución porcentual	2022	1,6
06 Cantabria	Gasto total	Distribución porcentual	2021	2
06 Cantabria	Gasto total	Distribución porcentual	2020	2,4
06 Cantabria	Gasto total	Distribución porcentual	2019	1,5
06 Cantabria	Gasto total	Distribución porcentual	2018	1,6
06 Cantabria	Gasto total	Distribución porcentual	2017	1,7
06 Cantabria	Gasto total	Distribución porcentual	2016	1,7
06 Cantabria	Gasto total	Distribución porcentual	2015	1,5
06 Cantabria	Gasto total	Variación anual	2023	33,63
06 Cantabria	Gasto total	Variación anual	2022	18,91
06 Cantabria	Gasto total	Variación anual	2021	28,2
06 Cantabria	Gasto total	Variación anual	2020	-30,85
06 Cantabria	Gasto total	Variación anual	2019	-2,62
06 Cantabria	Gasto total	Variación anual	2018	-0,93
06 Cantabria	Gasto total	Variación anual	2017	9,42
06 Cantabria	Gasto total	Variación anual	2016	23,4
06 Cantabria	Gasto total	Variación anual	2015	""
06 Cantabria	Gasto medio por persona	Valor absoluto	2023	249,33
06 Cantabria	Gasto medio por persona	Valor absoluto	2022	217,19
06 Cantabria	Gasto medio por persona	Valor absoluto	2021	200,78
06 Cantabria	Gasto medio por persona	Valor absoluto	2020	215,31
06 Cantabria	Gasto medio por persona	Valor absoluto	2019	184,19
06 Cantabria	Gasto medio por persona	Valor absoluto	2018	172,25
06 Cantabria	Gasto medio por persona	Valor absoluto	2017	166,58
06 Cantabria	Gasto medio por persona	Valor absoluto	2016	168,98
06 Cantabria	Gasto medio por persona	Valor absoluto	2015	154,22
06 Cantabria	Gasto medio por persona	Distribución porcentual	2023	""
06 Cantabria	Gasto medio por persona	Distribución porcentual	2022	""
06 Cantabria	Gasto medio por persona	Distribución porcentual	2021	""
06 Cantabria	Gasto medio por persona	Distribución porcentual	2020	""
06 Cantabria	Gasto medio por persona	Distribución porcentual	2019	""
06 Cantabria	Gasto medio por persona	Distribución porcentual	2018	""
06 Cantabria	Gasto medio por persona	Distribución porcentual	2017	""
06 Cantabria	Gasto medio por persona	Distribución porcentual	2016	""
06 Cantabria	Gasto medio por persona	Distribución porcentual	2015	""
06 Cantabria	Gasto medio por persona	Variación anual	2023	14,8
06 Cantabria	Gasto medio por persona	Variación anual	2022	8,17
06 Cantabria	Gasto medio por persona	Variación anual	2021	-6,75
06 Cantabria	Gasto medio por persona	Variación anual	2020	16,9
06 Cantabria	Gasto medio por persona	Variación anual	2019	6,93
06 Cantabria	Gasto medio por persona	Variación anual	2018	3,41
06 Cantabria	Gasto medio por persona	Variación anual	2017	-1,42
06 Cantabria	Gasto medio por persona	Variación anual	2016	9,57
06 Cantabria	Gasto medio por persona	Variación anual	2015	""
06 Cantabria	Gasto medio diario por persona	Valor absoluto	2023	57,1
06 Cantabria	Gasto medio diario por persona	Valor absoluto	2022	53,29
06 Cantabria	Gasto medio diario por persona	Valor absoluto	2021	44,96
06 Cantabria	Gasto medio diario por persona	Valor absoluto	2020	43,85
06 Cantabria	Gasto medio diario por persona	Valor absoluto	2019	46,02
06 Cantabria	Gasto medio diario por persona	Valor absoluto	2018	42,74
06 Cantabria	Gasto medio diario por persona	Valor absoluto	2017	38,85
06 Cantabria	Gasto medio diario por persona	Valor absoluto	2016	41,03
06 Cantabria	Gasto medio diario por persona	Valor absoluto	2015	42,02
06 Cantabria	Gasto medio diario por persona	Distribución porcentual	2023	""
06 Cantabria	Gasto medio diario por persona	Distribución porcentual	2022	""
06 Cantabria	Gasto medio diario por persona	Distribución porcentual	2021	""
06 Cantabria	Gasto medio diario por persona	Distribución porcentual	2020	""
06 Cantabria	Gasto medio diario por persona	Distribución porcentual	2019	""
06 Cantabria	Gasto medio diario por persona	Distribución porcentual	2018	""
06 Cantabria	Gasto medio diario por persona	Distribución porcentual	2017	""
06 Cantabria	Gasto medio diario por persona	Distribución porcentual	2016	""
06 Cantabria	Gasto medio diario por persona	Distribución porcentual	2015	""
06 Cantabria	Gasto medio diario por persona	Variación anual	2023	7,15
06 Cantabria	Gasto medio diario por persona	Variación anual	2022	18,52
06 Cantabria	Gasto medio diario por persona	Variación anual	2021	2,54
06 Cantabria	Gasto medio diario por persona	Variación anual	2020	-4,72
06 Cantabria	Gasto medio diario por persona	Variación anual	2019	7,67
06 Cantabria	Gasto medio diario por persona	Variación anual	2018	10,03
06 Cantabria	Gasto medio diario por persona	Variación anual	2017	-5,32
06 Cantabria	Gasto medio diario por persona	Variación anual	2016	-2,36
06 Cantabria	Gasto medio diario por persona	Variación anual	2015	""
07 Castilla y León	Viajes	Valor absoluto	2023	16.401.602
07 Castilla y León	Viajes	Valor absoluto	2022	15.088.830
07 Castilla y León	Viajes	Valor absoluto	2021	12.513.311
07 Castilla y León	Viajes	Valor absoluto	2020	9.581.619
07 Castilla y León	Viajes	Valor absoluto	2019	17.555.243
07 Castilla y León	Viajes	Valor absoluto	2018	17.705.899
07 Castilla y León	Viajes	Valor absoluto	2017	17.518.646
07 Castilla y León	Viajes	Valor absoluto	2016	17.173.532
07 Castilla y León	Viajes	Valor absoluto	2015	16.061.036
07 Castilla y León	Viajes	Distribución porcentual	2023	8,8
07 Castilla y León	Viajes	Distribución porcentual	2022	8,8
07 Castilla y León	Viajes	Distribución porcentual	2021	8,8
07 Castilla y León	Viajes	Distribución porcentual	2020	9,4
07 Castilla y León	Viajes	Distribución porcentual	2019	9,1
07 Castilla y León	Viajes	Distribución porcentual	2018	9
07 Castilla y León	Viajes	Distribución porcentual	2017	9
07 Castilla y León	Viajes	Distribución porcentual	2016	9,4
07 Castilla y León	Viajes	Distribución porcentual	2015	9,2
07 Castilla y León	Viajes	Variación anual	2023	8,7
07 Castilla y León	Viajes	Variación anual	2022	20,58
07 Castilla y León	Viajes	Variación anual	2021	30,6
07 Castilla y León	Viajes	Variación anual	2020	-45,42
07 Castilla y León	Viajes	Variación anual	2019	-0,85
07 Castilla y León	Viajes	Variación anual	2018	1,07
07 Castilla y León	Viajes	Variación anual	2017	2,01
07 Castilla y León	Viajes	Variación anual	2016	6,93
07 Castilla y León	Viajes	Variación anual	2015	""
07 Castilla y León	Duración media de los viajes	Valor absoluto	2023	3,85
07 Castilla y León	Duración media de los viajes	Valor absoluto	2022	3,89
07 Castilla y León	Duración media de los viajes	Valor absoluto	2021	4,12
07 Castilla y León	Duración media de los viajes	Valor absoluto	2020	5,11
07 Castilla y León	Duración media de los viajes	Valor absoluto	2019	3,78
07 Castilla y León	Duración media de los viajes	Valor absoluto	2018	3,68
07 Castilla y León	Duración media de los viajes	Valor absoluto	2017	3,75
07 Castilla y León	Duración media de los viajes	Valor absoluto	2016	3,8
07 Castilla y León	Duración media de los viajes	Valor absoluto	2015	3,66
07 Castilla y León	Duración media de los viajes	Distribución porcentual	2023	""
07 Castilla y León	Duración media de los viajes	Distribución porcentual	2022	""
07 Castilla y León	Duración media de los viajes	Distribución porcentual	2021	""
07 Castilla y León	Duración media de los viajes	Distribución porcentual	2020	""
07 Castilla y León	Duración media de los viajes	Distribución porcentual	2019	""
07 Castilla y León	Duración media de los viajes	Distribución porcentual	2018	""
07 Castilla y León	Duración media de los viajes	Distribución porcentual	2017	""
07 Castilla y León	Duración media de los viajes	Distribución porcentual	2016	""
07 Castilla y León	Duración media de los viajes	Distribución porcentual	2015	""
07 Castilla y León	Duración media de los viajes	Variación anual	2023	-1,16
07 Castilla y León	Duración media de los viajes	Variación anual	2022	-5,53
07 Castilla y León	Duración media de los viajes	Variación anual	2021	-19,4
07 Castilla y León	Duración media de los viajes	Variación anual	2020	35,14
07 Castilla y León	Duración media de los viajes	Variación anual	2019	2,74
07 Castilla y León	Duración media de los viajes	Variación anual	2018	-1,92
07 Castilla y León	Duración media de los viajes	Variación anual	2017	-1,14
07 Castilla y León	Duración media de los viajes	Variación anual	2016	3,89
07 Castilla y León	Duración media de los viajes	Variación anual	2015	""
07 Castilla y León	Pernoctaciones	Valor absoluto	2023	63.113.684
07 Castilla y León	Pernoctaciones	Valor absoluto	2022	58.741.918
07 Castilla y León	Pernoctaciones	Valor absoluto	2021	51.567.211
07 Castilla y León	Pernoctaciones	Valor absoluto	2020	48.989.242
07 Castilla y León	Pernoctaciones	Valor absoluto	2019	66.416.542
07 Castilla y León	Pernoctaciones	Valor absoluto	2018	65.198.075
07 Castilla y León	Pernoctaciones	Valor absoluto	2017	65.772.657
07 Castilla y León	Pernoctaciones	Valor absoluto	2016	65.219.055
07 Castilla y León	Pernoctaciones	Valor absoluto	2015	58.708.115
07 Castilla y León	Pernoctaciones	Distribución porcentual	2023	7,9
07 Castilla y León	Pernoctaciones	Distribución porcentual	2022	7,9
07 Castilla y León	Pernoctaciones	Distribución porcentual	2021	8,2
07 Castilla y León	Pernoctaciones	Distribución porcentual	2020	9,9
07 Castilla y León	Pernoctaciones	Distribución porcentual	2019	8,4
07 Castilla y León	Pernoctaciones	Distribución porcentual	2018	8,2
07 Castilla y León	Pernoctaciones	Distribución porcentual	2017	8,2
07 Castilla y León	Pernoctaciones	Distribución porcentual	2016	8,4
07 Castilla y León	Pernoctaciones	Distribución porcentual	2015	7,8
07 Castilla y León	Pernoctaciones	Variación anual	2023	7,44
07 Castilla y León	Pernoctaciones	Variación anual	2022	13,91
07 Castilla y León	Pernoctaciones	Variación anual	2021	5,26
07 Castilla y León	Pernoctaciones	Variación anual	2020	-26,24
07 Castilla y León	Pernoctaciones	Variación anual	2019	1,87
07 Castilla y León	Pernoctaciones	Variación anual	2018	-0,87
07 Castilla y León	Pernoctaciones	Variación anual	2017	0,85
07 Castilla y León	Pernoctaciones	Variación anual	2016	11,09
07 Castilla y León	Pernoctaciones	Variación anual	2015	""
07 Castilla y León	Gasto total	Valor absoluto	2023	2.935.419,28
07 Castilla y León	Gasto total	Valor absoluto	2022	2.553.355,89
07 Castilla y León	Gasto total	Valor absoluto	2021	1.892.588,8
07 Castilla y León	Gasto total	Valor absoluto	2020	1.379.809,92
07 Castilla y León	Gasto total	Valor absoluto	2019	2.476.531,26
07 Castilla y León	Gasto total	Valor absoluto	2018	2.403.968,48
07 Castilla y León	Gasto total	Valor absoluto	2017	2.290.250,85
07 Castilla y León	Gasto total	Valor absoluto	2016	2.136.664,72
07 Castilla y León	Gasto total	Valor absoluto	2015	1.951.826,04
07 Castilla y León	Gasto total	Distribución porcentual	2023	5
07 Castilla y León	Gasto total	Distribución porcentual	2022	5,1
07 Castilla y León	Gasto total	Distribución porcentual	2021	5,8
07 Castilla y León	Gasto total	Distribución porcentual	2020	6,5
07 Castilla y León	Gasto total	Distribución porcentual	2019	5,2
07 Castilla y León	Gasto total	Distribución porcentual	2018	5,1
07 Castilla y León	Gasto total	Distribución porcentual	2017	5,2
07 Castilla y León	Gasto total	Distribución porcentual	2016	5,2
07 Castilla y León	Gasto total	Distribución porcentual	2015	5,1
07 Castilla y León	Gasto total	Variación anual	2023	14,96
07 Castilla y León	Gasto total	Variación anual	2022	34,91
07 Castilla y León	Gasto total	Variación anual	2021	37,16
07 Castilla y León	Gasto total	Variación anual	2020	-44,28
07 Castilla y León	Gasto total	Variación anual	2019	3,02
07 Castilla y León	Gasto total	Variación anual	2018	4,97
07 Castilla y León	Gasto total	Variación anual	2017	7,19
07 Castilla y León	Gasto total	Variación anual	2016	9,47
07 Castilla y León	Gasto total	Variación anual	2015	""
07 Castilla y León	Gasto medio por persona	Valor absoluto	2023	178,97
07 Castilla y León	Gasto medio por persona	Valor absoluto	2022	169,22
07 Castilla y León	Gasto medio por persona	Valor absoluto	2021	151,25
07 Castilla y León	Gasto medio por persona	Valor absoluto	2020	144,01
07 Castilla y León	Gasto medio por persona	Valor absoluto	2019	141,07
07 Castilla y León	Gasto medio por persona	Valor absoluto	2018	135,77
07 Castilla y León	Gasto medio por persona	Valor absoluto	2017	130,73
07 Castilla y León	Gasto medio por persona	Valor absoluto	2016	124,42
07 Castilla y León	Gasto medio por persona	Valor absoluto	2015	121,53
07 Castilla y León	Gasto medio por persona	Distribución porcentual	2023	""
