Nivel de formación	Concepto turístico	Tipo de dato	Periodo	Total
Educación secundaria primera etapa	Viajes	Valor absoluto	2023T3	9.550.863
Educación secundaria primera etapa	Viajes	Valor absoluto	2023T2	7.166.970
Educación secundaria primera etapa	Viajes	Valor absoluto	2023T1	5.088.385
Educación secundaria primera etapa	Viajes	Valor absoluto	2022T4	5.420.365
Educación secundaria primera etapa	Viajes	Valor absoluto	2022T3	9.302.333
Educación secundaria primera etapa	Viajes	Valor absoluto	2022T2	7.661.020
Educación secundaria primera etapa	Viajes	Valor absoluto	2022T1	5.903.426
Educación secundaria primera etapa	Viajes	Valor absoluto	2021T4	6.467.499
Educación secundaria primera etapa	Viajes	Valor absoluto	2021T3	10.067.233
Educación secundaria primera etapa	Viajes	Valor absoluto	2021T2	5.913.610
Educación secundaria primera etapa	Viajes	Valor absoluto	2021T1	3.040.745
Educación secundaria primera etapa	Viajes	Valor absoluto	2020T4	3.451.241
Educación secundaria primera etapa	Viajes	Valor absoluto	2020T3	7.618.187
Educación secundaria primera etapa	Viajes	Valor absoluto	2020T2	1.596.725
Educación secundaria primera etapa	Viajes	Valor absoluto	2020T1	5.278.849
Educación secundaria primera etapa	Viajes	Valor absoluto	2019T4	7.585.386
Educación secundaria primera etapa	Viajes	Valor absoluto	2019T3	10.344.226
Educación secundaria primera etapa	Viajes	Valor absoluto	2019T2	8.425.298
Educación secundaria primera etapa	Viajes	Valor absoluto	2019T1	7.621.444
Educación secundaria primera etapa	Viajes	Valor absoluto	2018T4	7.315.781
Educación secundaria primera etapa	Viajes	Valor absoluto	2018T3	11.468.957
Educación secundaria primera etapa	Viajes	Valor absoluto	2018T2	8.657.357
Educación secundaria primera etapa	Viajes	Valor absoluto	2018T1	7.194.811
Educación secundaria primera etapa	Viajes	Valor absoluto	2017T4	7.333.500
Educación secundaria primera etapa	Viajes	Valor absoluto	2017T3	11.678.669
Educación secundaria primera etapa	Viajes	Valor absoluto	2017T2	8.682.255
Educación secundaria primera etapa	Viajes	Valor absoluto	2017T1	6.998.245
Educación secundaria primera etapa	Viajes	Valor absoluto	2016T4	6.990.805
Educación secundaria primera etapa	Viajes	Valor absoluto	2016T3	10.818.876
Educación secundaria primera etapa	Viajes	Valor absoluto	2016T2	7.259.485
Educación secundaria primera etapa	Viajes	Valor absoluto	2016T1	7.227.541
Educación secundaria primera etapa	Viajes	Valor absoluto	2015T4	6.926.128
Educación secundaria primera etapa	Viajes	Valor absoluto	2015T3	9.962.730
Educación secundaria primera etapa	Viajes	Valor absoluto	2015T2	7.313.403
Educación secundaria primera etapa	Viajes	Valor absoluto	2015T1	5.643.021
Educación secundaria primera etapa	Viajes	Distribución porcentual	2023T4	20,2
Educación secundaria primera etapa	Viajes	Distribución porcentual	2023T3	19
Educación secundaria primera etapa	Viajes	Distribución porcentual	2023T2	18
Educación secundaria primera etapa	Viajes	Distribución porcentual	2023T1	17,5
Educación secundaria primera etapa	Viajes	Distribución porcentual	2022T4	17
Educación secundaria primera etapa	Viajes	Distribución porcentual	2022T3	19,3
Educación secundaria primera etapa	Viajes	Distribución porcentual	2022T2	20,2
Educación secundaria primera etapa	Viajes	Distribución porcentual	2022T1	21,2
Educación secundaria primera etapa	Viajes	Distribución porcentual	2021T4	20,6
Educación secundaria primera etapa	Viajes	Distribución porcentual	2021T3	21,6
Educación secundaria primera etapa	Viajes	Distribución porcentual	2021T2	20,6
Educación secundaria primera etapa	Viajes	Distribución porcentual	2021T1	22,8
Educación secundaria primera etapa	Viajes	Distribución porcentual	2020T4	23,2
Educación secundaria primera etapa	Viajes	Distribución porcentual	2020T3	20,3
Educación secundaria primera etapa	Viajes	Distribución porcentual	2020T2	21,3
Educación secundaria primera etapa	Viajes	Distribución porcentual	2020T1	21,5
Educación secundaria primera etapa	Viajes	Distribución porcentual	2019T4	22,1
Educación secundaria primera etapa	Viajes	Distribución porcentual	2019T3	20,9
Educación secundaria primera etapa	Viajes	Distribución porcentual	2019T2	20,4
Educación secundaria primera etapa	Viajes	Distribución porcentual	2019T1	21,6
Educación secundaria primera etapa	Viajes	Distribución porcentual	2018T4	21,6
Educación secundaria primera etapa	Viajes	Distribución porcentual	2018T3	22
Educación secundaria primera etapa	Viajes	Distribución porcentual	2018T2	20,7
Educación secundaria primera etapa	Viajes	Distribución porcentual	2018T1	21,1
Educación secundaria primera etapa	Viajes	Distribución porcentual	2017T4	21,9
Educación secundaria primera etapa	Viajes	Distribución porcentual	2017T3	22,8
Educación secundaria primera etapa	Viajes	Distribución porcentual	2017T2	21,2
Educación secundaria primera etapa	Viajes	Distribución porcentual	2017T1	21,1
Educación secundaria primera etapa	Viajes	Distribución porcentual	2016T4	21,7
Educación secundaria primera etapa	Viajes	Distribución porcentual	2016T3	21,8
Educación secundaria primera etapa	Viajes	Distribución porcentual	2016T2	20,4
Educación secundaria primera etapa	Viajes	Distribución porcentual	2016T1	21,4
Educación secundaria primera etapa	Viajes	Distribución porcentual	2015T4	21,7
Educación secundaria primera etapa	Viajes	Distribución porcentual	2015T3	21,2
Educación secundaria primera etapa	Viajes	Distribución porcentual	2015T2	19,1
Educación secundaria primera etapa	Viajes	Distribución porcentual	2015T1	20,5
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2023T4	28.959.706
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2023T3	21.806.218
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2023T2	12.255.355
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2023T1	5.088.385
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2022T4	28.287.144
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2022T3	22.866.779
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2022T2	13.564.446
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2022T1	5.903.426
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2021T4	25.489.087
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2021T3	19.021.588
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2021T2	8.954.355
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2021T1	3.040.745
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2020T4	17.945.001
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2020T3	14.493.761
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2020T2	6.875.573
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2020T1	5.278.849
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2019T4	33.976.354
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2019T3	26.390.969
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2019T2	16.046.743
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2019T1	7.621.444
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2018T4	34.636.906
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2018T3	27.321.125
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2018T2	15.852.168
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2018T1	7.194.811
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2017T4	34.692.669
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2017T3	27.359.169
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2017T2	15.680.500
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2017T1	6.998.245
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2016T4	32.296.707
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2016T3	25.305.902
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2016T2	14.487.026
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2016T1	7.227.541
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2015T4	29.845.282
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2015T3	22.919.154
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2015T2	12.956.424
Educación secundaria primera etapa	Viajes	Acumulado en lo que va de año	2015T1	5.643.021
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2023T4	18,8
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2023T3	18,3
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2023T2	17,8
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2023T1	17,5
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2022T4	19,4
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2022T3	20,1
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2022T2	20,7
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2022T1	21,2
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2021T4	21,2
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2021T3	21,5
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2021T2	21,3
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2021T1	22,8
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2020T4	21,2
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2020T3	20,8
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2020T2	21,5
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2020T1	21,5
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2019T4	21,2
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2019T3	20,9
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2019T2	21
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2019T1	21,6
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2018T4	21,4
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2018T3	21,3
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2018T2	20,9
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2018T1	21,1
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2017T4	21,8
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2017T3	21,8
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2017T2	21,2
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2017T1	21,1
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2016T4	21,4
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2016T3	21,3
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2016T2	20,9
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2016T1	21,4
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2015T4	20,6
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2015T3	20,3
Educación secundaria primera etapa	Viajes	Distribución porcentual del acumulado	2015T2	19,7
